index,Unnamed: 0,itemid,hasbird,filename,primary_label,filepath,frames,sr,duration,fold,0,1,preds
1061,1061,102852,0,102852.wav,nocall,../input/nocall/102852.wav.npy,441000,44100,10.0,0,0.5851401,0.4148599,0
1064,1064,63695,0,63695.wav,nocall,../input/nocall/63695.wav.npy,441000,44100,10.0,0,0.70940006,0.29059994,0
1065,1065,148422,0,148422.wav,nocall,../input/nocall/148422.wav.npy,441000,44100,10.0,0,0.6922082,0.3077918,0
1066,1066,177140,0,177140.wav,nocall,../input/nocall/177140.wav.npy,441000,44100,10.0,0,0.72468466,0.27531534,0
1071,1071,98118,0,98118.wav,nocall,../input/nocall/98118.wav.npy,441000,44100,10.0,0,0.7236123,0.27638772,0
1073,1073,91557,0,91557.wav,nocall,../input/nocall/91557.wav.npy,441000,44100,10.0,0,0.72497594,0.2750241,0
1091,1091,147245,0,147245.wav,nocall,../input/nocall/147245.wav.npy,441000,44100,10.0,0,0.7251292,0.2748708,0
1092,1092,106859,0,106859.wav,nocall,../input/nocall/106859.wav.npy,441000,44100,10.0,0,0.6844709,0.31552917,0
1096,1096,92824,0,92824.wav,nocall,../input/nocall/92824.wav.npy,441000,44100,10.0,0,0.7248114,0.2751886,0
1099,1099,104583,0,104583.wav,nocall,../input/nocall/104583.wav.npy,441000,44100,10.0,0,0.40194407,0.5980559,1
1115,1115,81463,0,81463.wav,nocall,../input/nocall/81463.wav.npy,441000,44100,10.0,0,0.7011113,0.29888868,0
1120,1120,49085,0,49085.wav,nocall,../input/nocall/49085.wav.npy,441000,44100,10.0,0,0.7208946,0.27910545,0
1126,1126,50498,1,50498.wav,bird,../input/bird/50498.wav.npy,441000,44100,10.0,0,0.54552585,0.45447418,0
1127,1127,97378,0,97378.wav,nocall,../input/nocall/97378.wav.npy,441000,44100,10.0,0,0.2760444,0.7239556,1
1137,1137,172053,0,172053.wav,nocall,../input/nocall/172053.wav.npy,441000,44100,10.0,0,0.71829724,0.28170273,0
1138,1138,185127,0,185127.wav,nocall,../input/nocall/185127.wav.npy,441000,44100,10.0,0,0.6876879,0.3123121,0
1139,1139,185529,0,185529.wav,nocall,../input/nocall/185529.wav.npy,441000,44100,10.0,0,0.7237736,0.27622637,0
1143,1143,41303,0,41303.wav,nocall,../input/nocall/41303.wav.npy,441000,44100,10.0,0,0.4607653,0.5392347,1
1147,1147,136473,0,136473.wav,nocall,../input/nocall/136473.wav.npy,441000,44100,10.0,0,0.5023649,0.4976351,0
1152,1152,48409,1,48409.wav,bird,../input/bird/48409.wav.npy,441000,44100,10.0,0,0.613253,0.38674703,0
1161,1161,68376,0,68376.wav,nocall,../input/nocall/68376.wav.npy,441000,44100,10.0,0,0.7203685,0.2796315,0
1173,1173,127640,0,127640.wav,nocall,../input/nocall/127640.wav.npy,441000,44100,10.0,0,0.7246329,0.27536705,0
1183,1183,187653,0,187653.wav,nocall,../input/nocall/187653.wav.npy,441000,44100,10.0,0,0.6064144,0.3935856,0
1185,1185,150166,0,150166.wav,nocall,../input/nocall/150166.wav.npy,441000,44100,10.0,0,0.7236311,0.27636886,0
1186,1186,39495,0,39495.wav,nocall,../input/nocall/39495.wav.npy,441000,44100,10.0,0,0.66799426,0.3320057,0
1187,1187,155119,0,155119.wav,nocall,../input/nocall/155119.wav.npy,441000,44100,10.0,0,0.7253507,0.27464935,0
1189,1189,72241,0,72241.wav,nocall,../input/nocall/72241.wav.npy,441000,44100,10.0,0,0.7102077,0.2897923,0
1192,1192,162083,1,162083.wav,bird,../input/bird/162083.wav.npy,441000,44100,10.0,0,0.51534915,0.48465088,0
1197,1197,52778,1,52778.wav,bird,../input/bird/52778.wav.npy,441000,44100,10.0,0,0.2749158,0.7250842,1
1198,1198,55172,0,55172.wav,nocall,../input/nocall/55172.wav.npy,441000,44100,10.0,0,0.652844,0.34715596,0
1201,1201,42367,0,42367.wav,nocall,../input/nocall/42367.wav.npy,441000,44100,10.0,0,0.72476697,0.275233,0
1204,1204,124586,0,124586.wav,nocall,../input/nocall/124586.wav.npy,441000,44100,10.0,0,0.7244973,0.2755027,0
1208,1208,90082,1,90082.wav,bird,../input/bird/90082.wav.npy,441000,44100,10.0,0,0.71808726,0.28191277,0
1214,1214,69105,0,69105.wav,nocall,../input/nocall/69105.wav.npy,441000,44100,10.0,0,0.6092494,0.39075053,0
1215,1215,26975,1,26975.wav,bird,../input/bird/26975.wav.npy,441000,44100,10.0,0,0.27793863,0.7220614,1
1221,1221,188089,0,188089.wav,nocall,../input/nocall/188089.wav.npy,441000,44100,10.0,0,0.72480416,0.27519578,0
1223,1223,142905,0,142905.wav,nocall,../input/nocall/142905.wav.npy,441000,44100,10.0,0,0.71145403,0.288546,0
1229,1229,184237,0,184237.wav,nocall,../input/nocall/184237.wav.npy,441000,44100,10.0,0,0.7196629,0.2803371,0
1230,1230,162753,0,162753.wav,nocall,../input/nocall/162753.wav.npy,441000,44100,10.0,0,0.7225499,0.27745008,0
1238,1238,147538,1,147538.wav,bird,../input/bird/147538.wav.npy,441000,44100,10.0,0,0.44179404,0.5582059,1
1242,1242,49811,1,49811.wav,bird,../input/bird/49811.wav.npy,441000,44100,10.0,0,0.27799225,0.72200775,1
1244,1244,75972,1,75972.wav,bird,../input/bird/75972.wav.npy,441000,44100,10.0,0,0.7232207,0.27677926,0
1252,1252,55511,0,55511.wav,nocall,../input/nocall/55511.wav.npy,441000,44100,10.0,0,0.6125706,0.38742936,0
1262,1262,164377,0,164377.wav,nocall,../input/nocall/164377.wav.npy,441000,44100,10.0,0,0.7242002,0.27579978,0
1265,1265,113438,1,113438.wav,bird,../input/bird/113438.wav.npy,441000,44100,10.0,0,0.68624645,0.31375352,0
1271,1271,48651,0,48651.wav,nocall,../input/nocall/48651.wav.npy,441000,44100,10.0,0,0.6989241,0.30107588,0
1272,1272,54575,1,54575.wav,bird,../input/bird/54575.wav.npy,441000,44100,10.0,0,0.27488333,0.72511667,1
1274,1274,127961,0,127961.wav,nocall,../input/nocall/127961.wav.npy,441000,44100,10.0,0,0.7242889,0.27571118,0
1277,1277,55115,1,55115.wav,bird,../input/bird/55115.wav.npy,441000,44100,10.0,0,0.2793665,0.7206335,1
1279,1279,38580,0,38580.wav,nocall,../input/nocall/38580.wav.npy,441000,44100,10.0,0,0.72519606,0.27480394,0
1285,1285,172938,0,172938.wav,nocall,../input/nocall/172938.wav.npy,441000,44100,10.0,0,0.7209239,0.2790761,0
1287,1287,20787,0,20787.wav,nocall,../input/nocall/20787.wav.npy,441000,44100,10.0,0,0.7170281,0.28297195,0
1314,1314,60576,0,60576.wav,nocall,../input/nocall/60576.wav.npy,441000,44100,10.0,0,0.5082263,0.4917737,0
1315,1315,56294,0,56294.wav,nocall,../input/nocall/56294.wav.npy,441000,44100,10.0,0,0.6651669,0.33483312,0
1323,1323,127231,0,127231.wav,nocall,../input/nocall/127231.wav.npy,441000,44100,10.0,0,0.7128943,0.28710568,0
1325,1325,148326,0,148326.wav,nocall,../input/nocall/148326.wav.npy,441000,44100,10.0,0,0.70851654,0.29148346,0
1327,1327,101885,1,101885.wav,bird,../input/bird/101885.wav.npy,441000,44100,10.0,0,0.2773523,0.72264767,1
1331,1331,145538,0,145538.wav,nocall,../input/nocall/145538.wav.npy,441000,44100,10.0,0,0.72234863,0.27765137,0
1336,1336,168107,0,168107.wav,nocall,../input/nocall/168107.wav.npy,441000,44100,10.0,0,0.66051835,0.3394817,0
1346,1346,126850,0,126850.wav,nocall,../input/nocall/126850.wav.npy,441000,44100,10.0,0,0.72258174,0.2774183,0
1350,1350,157726,1,157726.wav,bird,../input/bird/157726.wav.npy,441000,44100,10.0,0,0.28327978,0.7167202,1
1356,1356,177784,1,177784.wav,bird,../input/bird/177784.wav.npy,441000,44100,10.0,0,0.5628336,0.43716642,0
1367,1367,95694,0,95694.wav,nocall,../input/nocall/95694.wav.npy,441000,44100,10.0,0,0.44722348,0.5527765,1
1372,1372,164923,0,164923.wav,nocall,../input/nocall/164923.wav.npy,441000,44100,10.0,0,0.6837635,0.3162365,0
1374,1374,155114,0,155114.wav,nocall,../input/nocall/155114.wav.npy,441000,44100,10.0,0,0.72531205,0.274688,0
1377,1377,159989,0,159989.wav,nocall,../input/nocall/159989.wav.npy,441000,44100,10.0,0,0.71686596,0.28313407,0
1381,1381,189844,0,189844.wav,nocall,../input/nocall/189844.wav.npy,441000,44100,10.0,0,0.71532583,0.2846742,0
1390,1390,103376,0,103376.wav,nocall,../input/nocall/103376.wav.npy,441000,44100,10.0,0,0.7093448,0.29065526,0
1394,1394,113982,0,113982.wav,nocall,../input/nocall/113982.wav.npy,441000,44100,10.0,0,0.7030364,0.29696363,0
1396,1396,155121,0,155121.wav,nocall,../input/nocall/155121.wav.npy,441000,44100,10.0,0,0.6920518,0.3079482,0
1397,1397,65247,0,65247.wav,nocall,../input/nocall/65247.wav.npy,441000,44100,10.0,0,0.7167555,0.2832445,0
1407,1407,104936,0,104936.wav,nocall,../input/nocall/104936.wav.npy,441000,44100,10.0,0,0.72425663,0.27574342,0
1408,1408,88225,0,88225.wav,nocall,../input/nocall/88225.wav.npy,441000,44100,10.0,0,0.7029153,0.29708472,0
1416,1416,164162,0,164162.wav,nocall,../input/nocall/164162.wav.npy,441000,44100,10.0,0,0.68355256,0.31644744,0
1419,1419,52879,1,52879.wav,bird,../input/bird/52879.wav.npy,441000,44100,10.0,0,0.27541086,0.72458917,1
1421,1421,121887,1,121887.wav,bird,../input/bird/121887.wav.npy,441000,44100,10.0,0,0.4116601,0.5883399,1
1424,1424,1046,0,1046.wav,nocall,../input/nocall/1046.wav.npy,441000,44100,10.0,0,0.68831205,0.31168795,0
1430,1430,189856,0,189856.wav,nocall,../input/nocall/189856.wav.npy,441000,44100,10.0,0,0.7202736,0.27972642,0
1434,1434,94400,0,94400.wav,nocall,../input/nocall/94400.wav.npy,441000,44100,10.0,0,0.71990305,0.28009692,0
1437,1437,104575,1,104575.wav,bird,../input/bird/104575.wav.npy,441000,44100,10.0,0,0.71442425,0.28557578,0
1446,1446,25067,0,25067.wav,nocall,../input/nocall/25067.wav.npy,441000,44100,10.0,0,0.7246079,0.27539212,0
1456,1456,131689,1,131689.wav,bird,../input/bird/131689.wav.npy,441000,44100,10.0,0,0.6504449,0.34955508,0
1470,1470,69081,1,69081.wav,bird,../input/bird/69081.wav.npy,441000,44100,10.0,0,0.34873444,0.65126556,1
1490,1490,121362,0,121362.wav,nocall,../input/nocall/121362.wav.npy,441000,44100,10.0,0,0.7251825,0.27481756,0
1492,1492,113332,0,113332.wav,nocall,../input/nocall/113332.wav.npy,441000,44100,10.0,0,0.72317034,0.27682966,0
1498,1498,146229,0,146229.wav,nocall,../input/nocall/146229.wav.npy,441000,44100,10.0,0,0.7191485,0.28085148,0
1501,1501,165281,0,165281.wav,nocall,../input/nocall/165281.wav.npy,441000,44100,10.0,0,0.7250005,0.2749995,0
1503,1503,152985,0,152985.wav,nocall,../input/nocall/152985.wav.npy,441000,44100,10.0,0,0.7251085,0.27489144,0
1507,1507,58647,0,58647.wav,nocall,../input/nocall/58647.wav.npy,441000,44100,10.0,0,0.71657956,0.2834204,0
1512,1512,75966,1,75966.wav,bird,../input/bird/75966.wav.npy,441000,44100,10.0,0,0.2750855,0.72491455,1
1523,1523,113148,0,113148.wav,nocall,../input/nocall/113148.wav.npy,441000,44100,10.0,0,0.6950237,0.30497625,0
1535,1535,160040,0,160040.wav,nocall,../input/nocall/160040.wav.npy,441000,44100,10.0,0,0.72527605,0.274724,0
1536,1536,127207,0,127207.wav,nocall,../input/nocall/127207.wav.npy,441000,44100,10.0,0,0.71443343,0.28556654,0
1541,1541,31040,0,31040.wav,nocall,../input/nocall/31040.wav.npy,441000,44100,10.0,0,0.719904,0.28009602,0
1552,1552,156666,1,156666.wav,bird,../input/bird/156666.wav.npy,441000,44100,10.0,0,0.7211048,0.27889514,0
1556,1556,16007,0,16007.wav,nocall,../input/nocall/16007.wav.npy,441000,44100,10.0,0,0.7090444,0.29095563,0
1560,1560,42140,1,42140.wav,bird,../input/bird/42140.wav.npy,441000,44100,10.0,0,0.43580064,0.5641993,1
1561,1561,64468,0,64468.wav,nocall,../input/nocall/64468.wav.npy,441000,44100,10.0,0,0.72061354,0.27938646,0
1577,1577,15295,0,15295.wav,nocall,../input/nocall/15295.wav.npy,441000,44100,10.0,0,0.7249837,0.27501634,0
1583,1583,113340,0,113340.wav,nocall,../input/nocall/113340.wav.npy,441000,44100,10.0,0,0.72455776,0.27544227,0
1585,1585,173442,1,173442.wav,bird,../input/bird/173442.wav.npy,441000,44100,10.0,0,0.32365716,0.67634284,1
1592,1592,17511,0,17511.wav,nocall,../input/nocall/17511.wav.npy,441000,44100,10.0,0,0.6970551,0.30294487,0
1593,1593,44681,0,44681.wav,nocall,../input/nocall/44681.wav.npy,441000,44100,10.0,0,0.72532326,0.2746767,0
1598,1598,71050,1,71050.wav,bird,../input/bird/71050.wav.npy,441000,44100,10.0,0,0.56201386,0.4379861,0
1601,1601,162487,0,162487.wav,nocall,../input/nocall/162487.wav.npy,441000,44100,10.0,0,0.6433114,0.35668862,0
1605,1605,169249,0,169249.wav,nocall,../input/nocall/169249.wav.npy,441000,44100,10.0,0,0.72531617,0.27468377,0
1606,1606,77749,0,77749.wav,nocall,../input/nocall/77749.wav.npy,441000,44100,10.0,0,0.7217314,0.27826858,0
1608,1608,87940,0,87940.wav,nocall,../input/nocall/87940.wav.npy,441000,44100,10.0,0,0.68893677,0.3110632,0
1611,1611,179389,1,179389.wav,bird,../input/bird/179389.wav.npy,441000,44100,10.0,0,0.71805125,0.28194872,0
1616,1616,9219,0,9219.wav,nocall,../input/nocall/9219.wav.npy,441000,44100,10.0,0,0.7161338,0.28386617,0
1617,1617,74217,0,74217.wav,nocall,../input/nocall/74217.wav.npy,441000,44100,10.0,0,0.7171957,0.28280425,0
1620,1620,144075,0,144075.wav,nocall,../input/nocall/144075.wav.npy,441000,44100,10.0,0,0.7253099,0.27469012,0
1625,1625,101460,0,101460.wav,nocall,../input/nocall/101460.wav.npy,441000,44100,10.0,0,0.7250237,0.27497637,0
1627,1627,187732,0,187732.wav,nocall,../input/nocall/187732.wav.npy,441000,44100,10.0,0,0.72509307,0.27490696,0
1631,1631,171175,0,171175.wav,nocall,../input/nocall/171175.wav.npy,441000,44100,10.0,0,0.72186446,0.27813554,0
1641,1641,113353,0,113353.wav,nocall,../input/nocall/113353.wav.npy,441000,44100,10.0,0,0.7078004,0.29219964,0
1645,1645,131485,0,131485.wav,nocall,../input/nocall/131485.wav.npy,441000,44100,10.0,0,0.7119986,0.2880014,0
1651,1651,127799,0,127799.wav,nocall,../input/nocall/127799.wav.npy,441000,44100,10.0,0,0.7169902,0.2830098,0
1652,1652,169534,0,169534.wav,nocall,../input/nocall/169534.wav.npy,441000,44100,10.0,0,0.6129633,0.38703662,0
1653,1653,40825,1,40825.wav,bird,../input/bird/40825.wav.npy,441000,44100,10.0,0,0.31435308,0.6856469,1
1654,1654,3186,1,3186.wav,bird,../input/bird/3186.wav.npy,441000,44100,10.0,0,0.494359,0.505641,1
1661,1661,92345,0,92345.wav,nocall,../input/nocall/92345.wav.npy,441000,44100,10.0,0,0.63593906,0.36406094,0
1662,1662,139981,0,139981.wav,nocall,../input/nocall/139981.wav.npy,441000,44100,10.0,0,0.7130723,0.28692776,0
1663,1663,17916,0,17916.wav,nocall,../input/nocall/17916.wav.npy,441000,44100,10.0,0,0.7193806,0.28061938,0
1669,1669,17507,1,17507.wav,bird,../input/bird/17507.wav.npy,441000,44100,10.0,0,0.2765557,0.72344434,1
1671,1671,191924,0,191924.wav,nocall,../input/nocall/191924.wav.npy,441000,44100,10.0,0,0.7127507,0.28724927,0
1674,1674,62028,1,62028.wav,bird,../input/bird/62028.wav.npy,441000,44100,10.0,0,0.30044723,0.6995528,1
1675,1675,126274,1,126274.wav,bird,../input/bird/126274.wav.npy,441000,44100,10.0,0,0.6756895,0.32431042,0
1678,1678,127260,0,127260.wav,nocall,../input/nocall/127260.wav.npy,441000,44100,10.0,0,0.7236035,0.27639654,0
1685,1685,140844,0,140844.wav,nocall,../input/nocall/140844.wav.npy,441000,44100,10.0,0,0.71598953,0.28401044,0
1686,1686,1934,0,1934.wav,nocall,../input/nocall/1934.wav.npy,441000,44100,10.0,0,0.7242144,0.2757856,0
1709,1709,136408,1,136408.wav,bird,../input/bird/136408.wav.npy,441000,44100,10.0,0,0.6012773,0.39872268,0
1718,1718,80709,0,80709.wav,nocall,../input/nocall/80709.wav.npy,441000,44100,10.0,0,0.72260517,0.27739486,0
1724,1724,100275,0,100275.wav,nocall,../input/nocall/100275.wav.npy,441000,44100,10.0,0,0.27992016,0.72007984,1
1732,1732,160041,0,160041.wav,nocall,../input/nocall/160041.wav.npy,441000,44100,10.0,0,0.7224907,0.27750924,0
1736,1736,38694,0,38694.wav,nocall,../input/nocall/38694.wav.npy,441000,44100,10.0,0,0.7204121,0.27958792,0
1743,1743,2530,0,2530.wav,nocall,../input/nocall/2530.wav.npy,441000,44100,10.0,0,0.72433287,0.27566713,0
1745,1745,113439,1,113439.wav,bird,../input/bird/113439.wav.npy,441000,44100,10.0,0,0.27600023,0.72399974,1
1746,1746,188781,1,188781.wav,bird,../input/bird/188781.wav.npy,441000,44100,10.0,0,0.49941245,0.5005876,1
1749,1749,76442,1,76442.wav,bird,../input/bird/76442.wav.npy,441000,44100,10.0,0,0.54790235,0.45209765,0
1751,1751,132985,0,132985.wav,nocall,../input/nocall/132985.wav.npy,441000,44100,10.0,0,0.71801513,0.28198487,0
1755,1755,71694,0,71694.wav,nocall,../input/nocall/71694.wav.npy,441000,44100,10.0,0,0.71901286,0.28098717,0
1763,1763,127371,0,127371.wav,nocall,../input/nocall/127371.wav.npy,441000,44100,10.0,0,0.72517663,0.27482334,0
1766,1766,76371,0,76371.wav,nocall,../input/nocall/76371.wav.npy,441000,44100,10.0,0,0.7173354,0.28266454,0
1769,1769,39983,0,39983.wav,nocall,../input/nocall/39983.wav.npy,441000,44100,10.0,0,0.7243728,0.27562717,0
1771,1771,62255,0,62255.wav,nocall,../input/nocall/62255.wav.npy,441000,44100,10.0,0,0.29437485,0.7056251,1
1773,1773,111666,0,111666.wav,nocall,../input/nocall/111666.wav.npy,441000,44100,10.0,0,0.7231584,0.27684158,0
1775,1775,139099,1,139099.wav,bird,../input/bird/139099.wav.npy,441000,44100,10.0,0,0.72534513,0.27465484,0
1780,1780,157650,0,157650.wav,nocall,../input/nocall/157650.wav.npy,441000,44100,10.0,0,0.7157895,0.28421047,0
1782,1782,133670,0,133670.wav,nocall,../input/nocall/133670.wav.npy,441000,44100,10.0,0,0.6517451,0.34825492,0
1787,1787,126761,0,126761.wav,nocall,../input/nocall/126761.wav.npy,441000,44100,10.0,0,0.7150308,0.28496924,0
1789,1789,71718,0,71718.wav,nocall,../input/nocall/71718.wav.npy,441000,44100,10.0,0,0.7220719,0.27792808,0
1793,1793,60074,0,60074.wav,nocall,../input/nocall/60074.wav.npy,441000,44100,10.0,0,0.6937753,0.3062247,0
1799,1799,53683,1,53683.wav,bird,../input/bird/53683.wav.npy,441000,44100,10.0,0,0.3038255,0.69617456,1
1803,1803,70323,0,70323.wav,nocall,../input/nocall/70323.wav.npy,441000,44100,10.0,0,0.71641046,0.28358954,0
1815,1815,184636,0,184636.wav,nocall,../input/nocall/184636.wav.npy,441000,44100,10.0,0,0.68549794,0.31450212,0
1816,1816,146275,1,146275.wav,bird,../input/bird/146275.wav.npy,441000,44100,10.0,0,0.3076181,0.69238186,1
1817,1817,127800,0,127800.wav,nocall,../input/nocall/127800.wav.npy,441000,44100,10.0,0,0.7249391,0.2750609,0
1819,1819,181399,1,181399.wav,bird,../input/bird/181399.wav.npy,441000,44100,10.0,0,0.49708983,0.5029102,1
1820,1820,156191,0,156191.wav,nocall,../input/nocall/156191.wav.npy,441000,44100,10.0,0,0.6450252,0.35497487,0
1823,1823,87785,0,87785.wav,nocall,../input/nocall/87785.wav.npy,441000,44100,10.0,0,0.72316486,0.2768352,0
1829,1829,126758,0,126758.wav,nocall,../input/nocall/126758.wav.npy,441000,44100,10.0,0,0.72408843,0.27591154,0
1830,1830,60687,0,60687.wav,nocall,../input/nocall/60687.wav.npy,441000,44100,10.0,0,0.725123,0.27487698,0
1831,1831,125424,1,125424.wav,bird,../input/bird/125424.wav.npy,441000,44100,10.0,0,0.68306154,0.31693843,0
1832,1832,58858,0,58858.wav,nocall,../input/nocall/58858.wav.npy,441000,44100,10.0,0,0.72512156,0.27487844,0
1835,1835,99085,0,99085.wav,nocall,../input/nocall/99085.wav.npy,441000,44100,10.0,0,0.71959597,0.28040403,0
1839,1839,44978,0,44978.wav,nocall,../input/nocall/44978.wav.npy,441000,44100,10.0,0,0.7206847,0.2793153,0
1844,1844,155095,0,155095.wav,nocall,../input/nocall/155095.wav.npy,441000,44100,10.0,0,0.7081859,0.29181406,0
1849,1849,187863,0,187863.wav,nocall,../input/nocall/187863.wav.npy,441000,44100,10.0,0,0.6239859,0.3760141,0
1851,1851,144077,0,144077.wav,nocall,../input/nocall/144077.wav.npy,441000,44100,10.0,0,0.6541746,0.34582543,0
1861,1861,157240,0,157240.wav,nocall,../input/nocall/157240.wav.npy,441000,44100,10.0,0,0.72142667,0.27857336,0
1868,1868,39446,0,39446.wav,nocall,../input/nocall/39446.wav.npy,441000,44100,10.0,0,0.70941705,0.29058293,0
1877,1877,157762,1,157762.wav,bird,../input/bird/157762.wav.npy,441000,44100,10.0,0,0.27529448,0.72470546,1
1881,1881,68151,0,68151.wav,nocall,../input/nocall/68151.wav.npy,441000,44100,10.0,0,0.70230305,0.29769698,0
1891,1891,36736,0,36736.wav,nocall,../input/nocall/36736.wav.npy,441000,44100,10.0,0,0.7141983,0.2858017,0
1892,1892,147933,0,147933.wav,nocall,../input/nocall/147933.wav.npy,441000,44100,10.0,0,0.6863255,0.31367448,0
1894,1894,150854,1,150854.wav,bird,../input/bird/150854.wav.npy,441000,44100,10.0,0,0.28393924,0.7160608,1
1895,1895,155237,1,155237.wav,bird,../input/bird/155237.wav.npy,441000,44100,10.0,0,0.27692586,0.72307414,1
1905,1905,145552,0,145552.wav,nocall,../input/nocall/145552.wav.npy,441000,44100,10.0,0,0.64859325,0.35140678,0
1912,1912,80705,1,80705.wav,bird,../input/bird/80705.wav.npy,441000,44100,10.0,0,0.3319297,0.66807026,1
1916,1916,63723,0,63723.wav,nocall,../input/nocall/63723.wav.npy,441000,44100,10.0,0,0.6767999,0.3232001,0
1919,1919,192289,0,192289.wav,nocall,../input/nocall/192289.wav.npy,441000,44100,10.0,0,0.69233835,0.30766168,0
1920,1920,155217,0,155217.wav,nocall,../input/nocall/155217.wav.npy,441000,44100,10.0,0,0.72524655,0.27475348,0
1932,1932,66598,0,66598.wav,nocall,../input/nocall/66598.wav.npy,441000,44100,10.0,0,0.72108227,0.2789177,0
1938,1938,139964,0,139964.wav,nocall,../input/nocall/139964.wav.npy,441000,44100,10.0,0,0.722881,0.277119,0
1939,1939,17078,0,17078.wav,nocall,../input/nocall/17078.wav.npy,441000,44100,10.0,0,0.7253231,0.27467692,0
1946,1946,16994,1,16994.wav,bird,../input/bird/16994.wav.npy,441000,44100,10.0,0,0.7233482,0.27665186,0
1951,1951,187208,0,187208.wav,nocall,../input/nocall/187208.wav.npy,441000,44100,10.0,0,0.7249059,0.27509406,0
1953,1953,168054,0,168054.wav,nocall,../input/nocall/168054.wav.npy,441000,44100,10.0,0,0.7199292,0.2800708,0
1967,1967,87613,0,87613.wav,nocall,../input/nocall/87613.wav.npy,441000,44100,10.0,0,0.71663356,0.28336644,0
1971,1971,187134,0,187134.wav,nocall,../input/nocall/187134.wav.npy,441000,44100,10.0,0,0.7118936,0.28810635,0
1974,1974,73222,1,73222.wav,bird,../input/bird/73222.wav.npy,441000,44100,10.0,0,0.2801641,0.71983594,1
1975,1975,87558,0,87558.wav,nocall,../input/nocall/87558.wav.npy,441000,44100,10.0,0,0.583578,0.41642198,0
1976,1976,194713,0,194713.wav,nocall,../input/nocall/194713.wav.npy,441000,44100,10.0,0,0.7238453,0.2761547,0
1977,1977,118212,1,118212.wav,bird,../input/bird/118212.wav.npy,441000,44100,10.0,0,0.37683943,0.6231606,1
1980,1980,84541,0,84541.wav,nocall,../input/nocall/84541.wav.npy,441000,44100,10.0,0,0.7143629,0.28563708,0
1987,1987,140795,0,140795.wav,nocall,../input/nocall/140795.wav.npy,441000,44100,10.0,0,0.71801543,0.2819846,0
1988,1988,132363,0,132363.wav,nocall,../input/nocall/132363.wav.npy,441000,44100,10.0,0,0.7044053,0.2955947,0
1996,1996,73370,0,73370.wav,nocall,../input/nocall/73370.wav.npy,441000,44100,10.0,0,0.7147853,0.28521472,0
1998,1998,78501,0,78501.wav,nocall,../input/nocall/78501.wav.npy,441000,44100,10.0,0,0.72138506,0.27861497,0
2005,2005,68032,0,68032.wav,nocall,../input/nocall/68032.wav.npy,441000,44100,10.0,0,0.7073433,0.29265675,0
2009,2009,70150,1,70150.wav,bird,../input/bird/70150.wav.npy,441000,44100,10.0,0,0.3055759,0.6944241,1
2013,2013,192151,1,192151.wav,bird,../input/bird/192151.wav.npy,441000,44100,10.0,0,0.7075284,0.29247156,0
2014,2014,115871,1,115871.wav,bird,../input/bird/115871.wav.npy,441000,44100,10.0,0,0.5491469,0.45085305,0
2021,2021,25901,0,25901.wav,nocall,../input/nocall/25901.wav.npy,441000,44100,10.0,0,0.6800544,0.3199456,0
2025,2025,146743,0,146743.wav,nocall,../input/nocall/146743.wav.npy,441000,44100,10.0,0,0.72390574,0.2760943,0
2030,2030,103560,0,103560.wav,nocall,../input/nocall/103560.wav.npy,441000,44100,10.0,0,0.71926963,0.28073037,0
2032,2032,23064,0,23064.wav,nocall,../input/nocall/23064.wav.npy,441000,44100,10.0,0,0.72264326,0.2773567,0
2034,2034,15467,1,15467.wav,bird,../input/bird/15467.wav.npy,441000,44100,10.0,0,0.66217387,0.33782616,0
2036,2036,154812,0,154812.wav,nocall,../input/nocall/154812.wav.npy,441000,44100,10.0,0,0.7236137,0.27638632,0
2046,2046,113343,0,113343.wav,nocall,../input/nocall/113343.wav.npy,441000,44100,10.0,0,0.7197908,0.2802092,0
2048,2048,25385,1,25385.wav,bird,../input/bird/25385.wav.npy,441000,44100,10.0,0,0.714387,0.28561303,0
2059,2059,70953,1,70953.wav,bird,../input/bird/70953.wav.npy,441000,44100,10.0,0,0.71700704,0.28299296,0
2060,2060,102071,0,102071.wav,nocall,../input/nocall/102071.wav.npy,441000,44100,10.0,0,0.7095728,0.29042715,0
2061,2061,49142,1,49142.wav,bird,../input/bird/49142.wav.npy,441000,44100,10.0,0,0.7128545,0.28714556,0
2089,2089,43713,0,43713.wav,nocall,../input/nocall/43713.wav.npy,441000,44100,10.0,0,0.697169,0.30283102,0
2090,2090,82907,0,82907.wav,nocall,../input/nocall/82907.wav.npy,441000,44100,10.0,0,0.7164757,0.28352427,0
2092,2092,61311,0,61311.wav,nocall,../input/nocall/61311.wav.npy,441000,44100,10.0,0,0.7253252,0.2746748,0
2094,2094,189235,0,189235.wav,nocall,../input/nocall/189235.wav.npy,441000,44100,10.0,0,0.725336,0.274664,0
2104,2104,87406,1,87406.wav,bird,../input/bird/87406.wav.npy,441000,44100,10.0,0,0.29631677,0.70368326,1
2109,2109,177139,0,177139.wav,nocall,../input/nocall/177139.wav.npy,441000,44100,10.0,0,0.7151521,0.2848479,0
2116,2116,40969,0,40969.wav,nocall,../input/nocall/40969.wav.npy,441000,44100,10.0,0,0.7178881,0.28211188,0
2118,2118,126826,0,126826.wav,nocall,../input/nocall/126826.wav.npy,441000,44100,10.0,0,0.72432065,0.27567938,0
